ID,prediction
2019 X 8 X C1063 X AS21126,0.0
2019 X 8 X C1063 X AS46000,0.0
2019 X 8 X C1063 X AS17005,0.0
2019 X 8 X C1063 X AS27134,0.0
2019 X 8 X C1063 X AS27132,1.7264103378027211
2019 X 8 X C1063 X AS27000,0.6272603084621562
2019 X 8 X C1063 X AS27139,0.0
2019 X 8 X C1063 X AS27137,0.0
2019 X 8 X C1063 X AS27138,0.0
2019 X 8 X C1063 X AS27133,42.93853554414637
2019 X 8 X C1011 X AS21126,122.40035679145103
2019 X 8 X C1011 X AS46000,0.0
2019 X 8 X C1011 X AS27134,5.357142857142855
2019 X 8 X C1011 X AS27132,2.5476190476190466
2019 X 8 X C1011 X AS27000,9.39224857641999
2019 X 8 X C1011 X AS27139,0.0
2019 X 8 X C1011 X AS27137,3.6098921268208386
2019 X 8 X C1011 X AS27138,24.85580589607003
2019 X 8 X C1011 X AS27133,98.53064887489512
2019 X 9 X C1011 X AS21126,288.7329062089074
2019 X 9 X C1011 X AS46000,0.0
2019 X 9 X C1011 X AS27134,5.357142857142855
2019 X 9 X C1011 X AS27132,2.5476190476190466
2019 X 9 X C1011 X AS27000,9.39224857641999
2019 X 9 X C1011 X AS27139,0.0
2019 X 9 X C1011 X AS27137,3.2439794515470943
2019 X 9 X C1011 X AS27138,24.85580589607003
2019 X 9 X C1011 X AS27133,94.83471133468082
2019 X 9 X C1026 X AS27134,11.595238095238091
2019 X 9 X C1026 X AS27132,6.277102241344413
2019 X 9 X C1026 X AS27000,83.87764112457373
2019 X 9 X C1026 X AS27137,10.842550360832178
2019 X 9 X C1026 X AS27138,8.881784197001252e-16
2019 X 9 X C1026 X AS27133,15.338729616765754
2019 X 9 X C1063 X AS21126,0.0
2019 X 9 X C1063 X AS42018,0.0
2019 X 9 X C1063 X AS46000,0.0
2019 X 9 X C1063 X AS17005,0.0
2019 X 9 X C1063 X AS27134,0.0
2019 X 9 X C1063 X AS27132,1.1185670313742417
2019 X 9 X C1063 X AS27000,0.0
2019 X 9 X C1063 X AS27139,0.0
2019 X 9 X C1063 X AS27137,0.0
2019 X 9 X C1063 X AS27138,0.0
2019 X 9 X C1063 X AS27133,37.939316085657495
2019 X 9 X C1066 X AS27134,31.087439480536755
2019 X 9 X C1066 X AS27132,5.818969981706317
2019 X 9 X C1066 X AS27000,67.64285714285712
2019 X 9 X C1066 X AS27137,0.0
2019 X 9 X C1066 X AS27138,2.8809523809523796
2019 X 9 X C1066 X AS27133,21.409723835880136
2019 X 9 X C1010 X AS27134,1.3959768408191124
2019 X 9 X C1010 X AS27132,3.6904761904761894
2019 X 9 X C1010 X AS27000,13.361673199828056
2019 X 9 X C1010 X AS27137,5.33041511683785
2019 X 9 X C1010 X AS27138,3.7268338924516278
2019 X 9 X C1010 X AS27133,85.0
2019 X 7 X C1008 X AS42018,0.0
2019 X 7 X C1008 X AS21126,0.0
2019 X 7 X C1008 X AS27134,0.0
2019 X 7 X C1008 X AS27132,0.0
2019 X 7 X C1008 X AS27000,13.210160423040575
2019 X 7 X C1008 X AS27137,0.9240891483945033
2019 X 7 X C1008 X AS27138,6.371455306109604
2019 X 7 X C1008 X AS27133,13.764149618748133
2019 X 8 X C1008 X AS27134,4.10385011658912
2019 X 8 X C1008 X AS27000,12.159847980130428
2019 X 8 X C1008 X AS27137,8.02930346501508
2019 X 8 X C1008 X AS27138,8.081811772340602
2019 X 8 X C1008 X AS27133,16.587913551693187
2019 X 9 X C1008 X AS27134,3.527189816715282
2019 X 9 X C1008 X AS27000,11.10953553722028
2019 X 9 X C1008 X AS27137,8.765269173253122
2019 X 9 X C1008 X AS27138,8.081811772340602
2019 X 9 X C1008 X AS27133,17.328672741356762
2019 X 7 X C1679 X AS46000,27.0
2019 X 7 X C1679 X AS27134,0.7223601520041453
2019 X 7 X C1679 X AS27000,1.6339967737919077
2019 X 7 X C1679 X AS27139,0.0
2019 X 7 X C1679 X AS27138,0.0
2019 X 7 X C1679 X AS27133,13.408676305133984
2019 X 7 X C1082 X AS21126,0.0
2019 X 7 X C1082 X AS27134,47.712641693005516
2019 X 7 X C1082 X AS27132,2.510008870302058
2019 X 7 X C1082 X AS27000,27.622975112730373
2019 X 7 X C1082 X AS27137,5.647495088659661
2019 X 7 X C1082 X AS27138,4.821902533989753
2019 X 7 X C1082 X AS27133,54.56770230551562
2019 X 8 X C1082 X AS21126,0.0
2019 X 8 X C1082 X AS27134,42.42807974161218
2019 X 8 X C1082 X AS27132,3.438598590390484
2019 X 8 X C1082 X AS27000,27.35940269515321
2019 X 8 X C1082 X AS27137,5.647495088659661
2019 X 8 X C1082 X AS27138,5.038575388078351
2019 X 8 X C1082 X AS27133,49.141800881379005
2019 X 8 X C1679 X AS46000,27.0
2019 X 8 X C1679 X AS27134,0.7223601520041453
2019 X 8 X C1679 X AS27000,3.4716919875580654
2019 X 8 X C1679 X AS27139,0.0
2019 X 8 X C1679 X AS27138,0.0
2019 X 8 X C1679 X AS27133,11.312274081958277
2019 X 9 X C1082 X AS21126,0.0
2019 X 9 X C1082 X AS27134,49.16420121235595
2019 X 9 X C1082 X AS27132,3.7821347740495215
2019 X 9 X C1082 X AS27000,27.17514318960553
2019 X 9 X C1082 X AS27137,5.647495088659661
2019 X 9 X C1082 X AS27138,5.13162610414371
2019 X 9 X C1082 X AS27133,45.65041486405364
2019 X 9 X C1679 X AS46000,27.0
2019 X 9 X C1679 X AS27000,3.2812901082215795
2019 X 9 X C1679 X AS27139,0.0
2019 X 9 X C1679 X AS27138,0.0
2019 X 9 X C1679 X AS27133,10.74154415981063
2019 X 7 X C1106 X AS21126,0.0
2019 X 7 X C1106 X AS27134,15.55797121451167
2019 X 7 X C1106 X AS27132,0.0
2019 X 7 X C1106 X AS27000,4.440892098500626e-16
2019 X 7 X C1106 X AS27138,0.0
2019 X 7 X C1106 X AS27133,0.0
2019 X 7 X C1681 X AS21126,0.0
2019 X 7 X C1681 X AS17005,0.0
2019 X 7 X C1681 X AS27134,11.9047619047619
2019 X 7 X C1681 X AS27132,4.865209431715228
2019 X 7 X C1681 X AS27000,14.089286037743696
2019 X 7 X C1681 X AS27137,1.895158895609236
2019 X 7 X C1681 X AS27138,39.322965305688896
2019 X 7 X C1681 X AS27133,233.42834556107036
2019 X 7 X C1062 X AS21126,0.0
2019 X 7 X C1062 X AS27134,54.78571428571426
2019 X 7 X C1062 X AS27132,9.095238095238093
2019 X 7 X C1062 X AS27000,18.508962274824967
2019 X 7 X C1062 X AS27139,0.0
2019 X 7 X C1062 X AS27137,18.10761634908757
2019 X 7 X C1062 X AS27138,18.850755944847204
2019 X 7 X C1062 X AS27133,33.928571428571416
2019 X 7 X C1034 X AS27134,23.725063627375683
2019 X 7 X C1034 X AS27132,7.0
2019 X 7 X C1034 X AS27000,39.7837158114186
2019 X 7 X C1034 X AS27138,7.462211241115064
2019 X 7 X C1034 X AS27133,75.974388552028
2019 X 7 X C1413 X AS21126,0.0
2019 X 7 X C1413 X AS27134,7.261904761904759
2019 X 7 X C1413 X AS27132,3.4999999999999987
2019 X 7 X C1413 X AS27000,22.692799717039534
2019 X 7 X C1413 X AS27138,5.210801650626531
2019 X 7 X C1413 X AS27133,13.155540553705801
2019 X 7 X C1054 X AS21126,0.0
2019 X 7 X C1054 X AS27134,13.166666666666663
2019 X 7 X C1054 X AS27132,14.119047619047613
2019 X 7 X C1054 X AS27000,65.60805045810169
2019 X 7 X C1054 X AS27137,14.53718632761196
2019 X 7 X C1054 X AS27138,43.00421339310512
2019 X 7 X C1054 X AS27133,2.832867278354178
2019 X 7 X C1014 X AS42018,0.0
2019 X 7 X C1014 X AS21126,0.0
2019 X 7 X C1014 X AS46000,0.0
2019 X 7 X C1014 X AS17005,0.0
2019 X 7 X C1014 X AS27134,0.0
2019 X 7 X C1014 X AS27132,0.0
2019 X 7 X C1014 X AS27000,1.2021117393922036
2019 X 7 X C1014 X AS27139,0.0
2019 X 7 X C1014 X AS27137,1.0002062022161278
2019 X 7 X C1014 X AS27138,4.783178040766024
2019 X 7 X C1014 X AS27133,5.2918532289080416
2019 X 7 X C1059 X AS21126,0.0
2019 X 7 X C1059 X AS27134,20.0
2019 X 7 X C1059 X AS27132,9.910384231267841
2019 X 7 X C1059 X AS27000,90.71609234316816
2019 X 7 X C1059 X AS27137,4.592282949585391
2019 X 7 X C1059 X AS27138,12.63198612765313
2019 X 7 X C1059 X AS27133,101.28046127581456
2019 X 7 X C1051 X AS21126,0.0
2019 X 7 X C1051 X AS27134,13.261318483595238
2019 X 7 X C1051 X AS27132,0.0
2019 X 7 X C1051 X AS27000,32.69047619047617
2019 X 7 X C1051 X AS27137,0.8598404468624965
2019 X 7 X C1051 X AS27138,9.964486113688057
2019 X 7 X C1051 X AS27133,30.561022425394935
2019 X 8 X C1413 X AS21126,0.0
2019 X 8 X C1413 X AS27134,7.261904761904759
2019 X 8 X C1413 X AS27132,3.4999999999999987
2019 X 8 X C1413 X AS27000,19.423688806707926
2019 X 8 X C1413 X AS27138,5.3477885846341415
2019 X 8 X C1413 X AS27133,15.61364008902014
2019 X 8 X C1054 X AS21126,0.0
2019 X 8 X C1054 X AS27134,13.166666666666663
2019 X 8 X C1054 X AS27132,14.119047619047613
2019 X 8 X C1054 X AS27000,57.97736599260727
2019 X 8 X C1054 X AS27137,32.66845559190156
2019 X 8 X C1054 X AS27138,43.610935714569436
2019 X 8 X C1054 X AS27133,66.41197367620866
2019 X 8 X C1014 X AS42018,0.0
2019 X 8 X C1014 X AS21126,0.0
2019 X 8 X C1014 X AS46000,0.0
2019 X 8 X C1014 X AS17005,0.0
2019 X 8 X C1014 X AS27134,0.0
2019 X 8 X C1014 X AS27132,0.0
2019 X 8 X C1014 X AS27000,1.2021117393922036
2019 X 8 X C1014 X AS27139,0.0
2019 X 8 X C1014 X AS27137,1.454753528436323
2019 X 8 X C1014 X AS27138,4.6097923961155125
2019 X 8 X C1014 X AS27133,5.2918532289080416
2019 X 8 X C1059 X AS21126,0.0
2019 X 8 X C1059 X AS27134,20.0
2019 X 8 X C1059 X AS27132,9.457933975719365
2019 X 8 X C1059 X AS27000,81.45290234266001
2019 X 8 X C1059 X AS27137,4.592282949585391
2019 X 8 X C1059 X AS27138,12.63198612765313
2019 X 8 X C1059 X AS27133,103.75435054421882
2019 X 8 X C1051 X AS21126,0.0
2019 X 8 X C1051 X AS27134,9.912581600124083
2019 X 8 X C1051 X AS27132,0.0
2019 X 8 X C1051 X AS27000,32.69047619047617
2019 X 8 X C1051 X AS27137,4.209684126361227
2019 X 8 X C1051 X AS27138,12.330387523744978
2019 X 8 X C1051 X AS27133,30.561022425394935
2019 X 8 X C1034 X AS27134,23.761755522250162
2019 X 8 X C1034 X AS27132,7.0
2019 X 8 X C1034 X AS27000,38.5041135114769
2019 X 8 X C1034 X AS27138,7.263898565879177
2019 X 8 X C1034 X AS27133,17.716325418949353
2019 X 8 X C1681 X AS21126,0.0
2019 X 8 X C1681 X AS17005,0.0
2019 X 8 X C1681 X AS27134,11.9047619047619
2019 X 8 X C1681 X AS27132,4.865209431715228
2019 X 8 X C1681 X AS27000,14.089286037743696
2019 X 8 X C1681 X AS27137,2.371253053174722
2019 X 8 X C1681 X AS27138,33.82934796673455
2019 X 8 X C1681 X AS27133,121.9861020724693
2019 X 8 X C1106 X AS21126,0.0
2019 X 8 X C1106 X AS27134,15.228695169632136
2019 X 8 X C1106 X AS27132,0.0
2019 X 8 X C1106 X AS27000,4.440892098500626e-16
2019 X 8 X C1106 X AS27138,0.0
2019 X 8 X C1106 X AS27133,0.0
2019 X 8 X C1062 X AS21126,0.0
2019 X 8 X C1062 X AS27134,54.78571428571426
2019 X 8 X C1062 X AS27132,9.095238095238093
2019 X 8 X C1062 X AS27000,197.93851800385167
2019 X 8 X C1062 X AS27139,0.0
2019 X 8 X C1062 X AS27137,18.10761634908757
2019 X 8 X C1062 X AS27138,18.850755944847204
2019 X 8 X C1062 X AS27133,33.928571428571416
2019 X 9 X C1413 X AS21126,0.0
2019 X 9 X C1413 X AS27134,7.261904761904759
2019 X 9 X C1413 X AS27132,3.4999999999999987
2019 X 9 X C1413 X AS27000,19.423688806707926
2019 X 9 X C1413 X AS27138,5.484775518641752
2019 X 9 X C1413 X AS27133,13.425577794239022
2019 X 9 X C1014 X AS42018,0.0
2019 X 9 X C1014 X AS21126,0.0
2019 X 9 X C1014 X AS46000,0.0
2019 X 9 X C1014 X AS17005,0.0
2019 X 9 X C1014 X AS27134,0.0
2019 X 9 X C1014 X AS27132,0.0
2019 X 9 X C1014 X AS27000,1.2021117393922036
2019 X 9 X C1014 X AS27139,0.0
2019 X 9 X C1014 X AS27137,1.454753528436323
2019 X 9 X C1014 X AS27138,4.517539738098169
2019 X 9 X C1014 X AS27133,5.2918532289080416
2019 X 9 X C1059 X AS27134,20.0
2019 X 9 X C1059 X AS27132,8.608385875247523
2019 X 9 X C1059 X AS27000,81.03085398673667
2019 X 9 X C1059 X AS27137,4.592282949585391
2019 X 9 X C1059 X AS27138,12.63198612765313
2019 X 9 X C1059 X AS27133,106.22823981262309
2019 X 9 X C1051 X AS27134,9.912581600124083
2019 X 9 X C1051 X AS27132,0.0
2019 X 9 X C1051 X AS27000,32.69047619047617
2019 X 9 X C1051 X AS27137,1.0328923776091523
2019 X 9 X C1051 X AS27138,12.021433608350286
2019 X 9 X C1051 X AS27133,30.561022425394935
2019 X 9 X C1106 X AS21126,0.0
2019 X 9 X C1106 X AS27134,15.15350754867574
2019 X 9 X C1106 X AS27132,0.0
2019 X 9 X C1106 X AS27000,4.440892098500626e-16
2019 X 9 X C1106 X AS27138,0.0
2019 X 9 X C1106 X AS27133,0.0
2019 X 9 X C1681 X AS21126,0.0
2019 X 9 X C1681 X AS17005,0.0
2019 X 9 X C1681 X AS27134,11.9047619047619
2019 X 9 X C1681 X AS27132,4.865209431715228
2019 X 9 X C1681 X AS27000,14.089286037743696
2019 X 9 X C1681 X AS27137,2.4908555030764874
2019 X 9 X C1681 X AS27138,34.64282997062485
2019 X 9 X C1681 X AS27133,26.209863657946883
2019 X 9 X C1062 X AS21126,0.0
2019 X 9 X C1062 X AS27134,54.78571428571426
2019 X 9 X C1062 X AS27132,9.095238095238093
2019 X 9 X C1062 X AS27000,111.27433986846049
2019 X 9 X C1062 X AS27139,0.0
2019 X 9 X C1062 X AS27137,18.10761634908757
2019 X 9 X C1062 X AS27138,18.850755944847204
2019 X 9 X C1062 X AS27133,33.928571428571416
2019 X 9 X C1034 X AS27134,23.7927257299868
2019 X 9 X C1034 X AS27132,7.0
2019 X 9 X C1034 X AS27000,36.365945815692484
2019 X 9 X C1034 X AS27138,7.263898565879177
2019 X 9 X C1034 X AS27133,45.05658642045613
2019 X 9 X C1054 X AS21126,0.0
2019 X 9 X C1054 X AS27134,13.166666666666663
2019 X 9 X C1054 X AS27132,14.119047619047613
2019 X 9 X C1054 X AS27000,56.28431438641664
2019 X 9 X C1054 X AS27137,14.91687736754588
2019 X 9 X C1054 X AS27138,34.39261504516391
2019 X 9 X C1054 X AS27133,6.179989014202178
2019 X 7 X C4037 X AS21126,0.0
2019 X 7 X C4037 X AS46000,0.7619047619047616
2019 X 7 X C4037 X AS27134,55.81344432221926
2019 X 7 X C4037 X AS27132,5.499999999999998
2019 X 7 X C4037 X AS27000,23.809523809523803
2019 X 7 X C4037 X AS27137,34.392196414124115
2019 X 7 X C4037 X AS27138,16.6569673424581
2019 X 7 X C4037 X AS27133,150.0
2019 X 8 X C4037 X AS21126,0.0
2019 X 8 X C4037 X AS46000,0.7619047619047616
2019 X 8 X C4037 X AS27134,55.81344432221926
2019 X 8 X C4037 X AS27132,5.499999999999998
2019 X 8 X C4037 X AS27000,23.809523809523803
2019 X 8 X C4037 X AS27137,37.06273202785868
2019 X 8 X C4037 X AS27138,12.911881618670959
2019 X 8 X C4037 X AS27133,150.0
2019 X 9 X C4037 X AS21126,0.0
2019 X 9 X C4037 X AS46000,0.7619047619047616
2019 X 9 X C4037 X AS27134,55.81344432221926
2019 X 9 X C4037 X AS27132,5.499999999999998
2019 X 9 X C4037 X AS27000,23.809523809523803
2019 X 9 X C4037 X AS27137,34.82254816888975
2019 X 9 X C4037 X AS27138,19.53682849599674
2019 X 9 X C4037 X AS27133,150.0
2019 X 7 X C1004 X AS27132,0.36470477582562766
2019 X 7 X C1004 X AS27000,38.025207599724055
2019 X 7 X C1004 X AS27137,17.892141676091043
2019 X 7 X C1004 X AS27138,35.72162322681161
2019 X 7 X C1004 X AS27133,48.806617258031615
2019 X 8 X C1004 X AS27132,0.45892713063951357
2019 X 8 X C1004 X AS27000,26.031865355945243
2019 X 8 X C1004 X AS27137,18.377618083856962
2019 X 8 X C1004 X AS27138,15.204996334817068
2019 X 8 X C1004 X AS27133,50.18690724262292
2019 X 9 X C1004 X AS21126,0.0
2019 X 9 X C1004 X AS27134,4.161354717012971e-35
2019 X 9 X C1004 X AS27132,1.368582059657142
2019 X 9 X C1004 X AS27000,28.051000534216197
2019 X 9 X C1004 X AS27137,18.86309449162288
2019 X 9 X C1004 X AS27138,18.735650784890144
2019 X 9 X C1004 X AS27133,51.56719722721423
2019 X 7 X C4014 X AS21126,0.0
2019 X 7 X C4014 X AS27132,1.3571428571428568
2019 X 7 X C4014 X AS27000,57.10505927185928
2019 X 7 X C4014 X AS27137,12.253960657542752
2019 X 8 X C4014 X AS21126,0.0
2019 X 8 X C4014 X AS27132,1.3571428571428568
2019 X 8 X C4014 X AS27000,53.96638178084508
2019 X 8 X C4014 X AS27137,6.2622817943576194
2019 X 9 X C4014 X AS21126,0.0
2019 X 9 X C4014 X AS27132,1.3571428571428568
2019 X 9 X C4014 X AS27000,53.96638178084508
2019 X 9 X C4014 X AS27137,9.692481501921709
2019 X 7 X C4061 X AS21126,0.0
2019 X 7 X C4061 X AS27134,3.212923002414454
2019 X 7 X C4061 X AS27132,1.5476190476190472
2019 X 7 X C4061 X AS27000,3.4761904761904754
2019 X 7 X C4061 X AS27137,14.418649768096863
2019 X 7 X C4061 X AS27138,7.213952830091635
2019 X 7 X C4061 X AS27133,34.47348236857036
2019 X 7 X C4015 X AS27134,30.440476190476172
2019 X 7 X C4015 X AS27132,1.4761904761904754
2019 X 7 X C4015 X AS27000,16.6867637710428
2019 X 7 X C4015 X AS27137,11.530434178735643
2019 X 7 X C4015 X AS27138,5.0
2019 X 7 X C4015 X AS27133,17.83412141107083
2019 X 7 X C4038 X AS42018,0.0
2019 X 7 X C4038 X AS21126,0.0
2019 X 7 X C4038 X AS27134,5.906650086264684
2019 X 7 X C4038 X AS27132,0.0
2019 X 7 X C4038 X AS27000,10.139731849221542
2019 X 7 X C4038 X AS27139,0.0
2019 X 7 X C4038 X AS27137,2.402407238996682
2019 X 7 X C4038 X AS27138,13.0
2019 X 7 X C4038 X AS27133,26.750858265652496
2019 X 8 X C4061 X AS21126,0.0
2019 X 8 X C4061 X AS27134,4.37397782862284
2019 X 8 X C4061 X AS27132,1.5476190476190472
2019 X 8 X C4061 X AS27000,3.4761904761904754
2019 X 8 X C4061 X AS27137,14.418649768096863
2019 X 8 X C4061 X AS27138,4.447878565722395
2019 X 8 X C4061 X AS27133,34.47348236857036
2019 X 8 X C4015 X AS27134,30.440476190476172
2019 X 8 X C4015 X AS27132,1.4761904761904754
2019 X 8 X C4015 X AS27000,10.332558241062724
2019 X 8 X C4015 X AS27137,9.5841530649324
2019 X 8 X C4015 X AS27138,5.0
2019 X 8 X C4015 X AS27133,22.274404265945233
2019 X 8 X C4038 X AS21126,0.0
2019 X 8 X C4038 X AS42018,0.0
2019 X 8 X C4038 X AS27134,7.728754938636374
2019 X 8 X C4038 X AS27132,0.0
2019 X 8 X C4038 X AS27000,4.8272202290993915
2019 X 8 X C4038 X AS27139,0.0
2019 X 8 X C4038 X AS27137,2.5290096864160363
2019 X 8 X C4038 X AS27138,13.0
2019 X 8 X C4038 X AS27133,26.750858265652496
2019 X 9 X C4061 X AS21126,0.0
2019 X 9 X C4061 X AS27134,4.79354851501923
2019 X 9 X C4061 X AS27132,1.5476190476190472
2019 X 9 X C4061 X AS27000,3.4761904761904754
2019 X 9 X C4061 X AS27137,14.418649768096863
2019 X 9 X C4061 X AS27138,0.0
2019 X 9 X C4061 X AS27133,34.47348236857036
2019 X 9 X C4015 X AS27134,30.440476190476172
2019 X 9 X C4015 X AS27132,1.4761904761904754
2019 X 9 X C4015 X AS27000,15.988354678433272
2019 X 9 X C4015 X AS27137,6.787221667851284
2019 X 9 X C4015 X AS27138,5.0
2019 X 9 X C4015 X AS27133,24.50621781183827
2019 X 9 X C4038 X AS42018,0.0
2019 X 9 X C4038 X AS21126,0.0
2019 X 9 X C4038 X AS27134,8.989877944458652
2019 X 9 X C4038 X AS27132,0.0
2019 X 9 X C4038 X AS27000,7.974147867553638
2019 X 9 X C4038 X AS27139,0.0
2019 X 9 X C4038 X AS27137,5.809769437560531
2019 X 9 X C4038 X AS27138,13.0
2019 X 9 X C4038 X AS27133,26.750858265652496
2019 X 7 X C1093 X AS46000,2.6568576487518243
2019 X 7 X C1093 X AS27000,6.968785797242534
2019 X 7 X C1093 X AS27139,0.0
2019 X 7 X C1093 X AS27133,14.084124548237654
2019 X 7 X C1083 X AS46000,42.78571428571427
2019 X 7 X C1083 X AS27000,1.0286891208622935
2019 X 7 X C1083 X AS27138,0.0
2019 X 7 X C1083 X AS27133,14.214077147489057
2019 X 8 X C1093 X AS46000,1.318327782700763
2019 X 8 X C1093 X AS27000,6.968785797242534
2019 X 8 X C1093 X AS27139,0.0
2019 X 8 X C1093 X AS27133,14.674989302730747
2019 X 8 X C1083 X AS46000,42.78571428571427
2019 X 8 X C1083 X AS27000,1.0286891208622935
2019 X 8 X C1083 X AS27138,0.0
2019 X 8 X C1083 X AS27133,10.747776731080823
2019 X 9 X C1083 X AS46000,42.78571428571427
2019 X 9 X C1083 X AS27000,1.0286891208622935
2019 X 9 X C1083 X AS27138,0.0
2019 X 9 X C1083 X AS27133,12.85270730061824
2019 X 9 X C1093 X AS46000,1.7890792605748578
2019 X 9 X C1093 X AS27000,6.968785797242534
2019 X 9 X C1093 X AS27139,0.0
2019 X 9 X C1093 X AS27133,14.569567068899385
2019 X 7 X C1084 X AS21126,0.0
2019 X 7 X C1084 X AS17005,0.6428571428571426
2019 X 7 X C1084 X AS27134,0.0
2019 X 7 X C1084 X AS27132,5.831080289246971
2019 X 7 X C1084 X AS27000,57.07790895419152
2019 X 7 X C1084 X AS27137,10.761904761904757
2019 X 7 X C1084 X AS27138,20.863153046014972
2019 X 7 X C1084 X AS27133,17.1945337589202
2019 X 8 X C1084 X AS21126,0.0
2019 X 8 X C1084 X AS17005,0.6428571428571426
2019 X 8 X C1084 X AS27134,26.300866371726983
2019 X 8 X C1084 X AS27132,7.180425892691125
2019 X 8 X C1084 X AS27000,44.772020979367255
2019 X 8 X C1084 X AS27137,10.761904761904757
2019 X 8 X C1084 X AS27138,5.100783778108841
2019 X 8 X C1084 X AS27133,25.588027101635173
2019 X 9 X C1084 X AS21126,0.0
2019 X 9 X C1084 X AS17005,0.6428571428571426
2019 X 9 X C1084 X AS27134,15.400732345697012
2019 X 9 X C1084 X AS27132,8.726921699856007
2019 X 9 X C1084 X AS27000,24.90768353579071
2019 X 9 X C1084 X AS27137,10.761904761904757
2019 X 9 X C1084 X AS27138,24.704832655261825
2019 X 9 X C1084 X AS27133,29.685301938043693
2019 X 7 X C5015 X AS21126,0.0
2019 X 7 X C5015 X AS46000,0.0
2019 X 7 X C5015 X AS27000,0.0
